	author	title	journal	year	Volume	issue	page	Freq
1279	苏新宁	中国人文社会科学学术影响力报告(2001)	北京:高等教育出版社	NA	NA	NA	NA	1
1280	苏新宁	中国人文社会科学学术影响力报告	北京:中国社会科学出版社	NA	NA	NA	NA	1
1281	苏新宁	中国人文社会科学学术影响力报告	北京:中国社会科学出版社，2006	NA	NA	NA	NA	1
1282	苏新宁	中国人文社会科学学术影响力报告	北京:中国社会科学出版社，2006:	NA	NA	NA	NA	1
1283	苏新宁	中国人文社会科学学术影响力研究报告	北京:中国社会科学出版社，2006	NA	NA	NA	NA	1
1284	苏新宁	中国社会科学引文索引设计	情报学报	2000		4	NA	1
1285	苏状	中国视觉文化传播研究发展综述	当代传播	2011		5	NA	1
1286	孙玉玲	SCIE收录中国生物类期刊学术影响力分析——基于JCR的研究	现代情报	2007		6	NA	1
1287	孙育华	《图书馆理论与实践》2006年—2008年载文、引文、作者及基金资助分析研究	图书馆理论与实践	2010		1	NA	1
1288	孙振誉	信息分析导论	北京:清华大学出版社	NA	NA	NA	NA	1
1289	孙中峰	技术预见在日本	世界科学	2002		7	41-43	1
1290	谭玉	创客教育研究的现状、热点与趋势——基于2013-2016年CSSCI数据库刊载相关文献的知识图谱分析	现代教育技术	2017		5	NA	1
1291	汤建民	基于中文数据库的知识图谱绘制方法及应用:以创新研究论文的分析为例	杭州:浙江大学出版社	NA	NA	NA	NA	1
1292	汤建民	学科知识图谱的绘制及在学科发展监测与评价中的应用	情报理论与实践	2009		10	NA	1
1293	唐品	《科学引文索引》及其在科研评价中的作用	图书与情报	2005		1	NA	1
1294	唐雪琳	我国图书情报学研究生教育发展状况及策略探讨	图书情报工作	2004	48	4	NA	1
1295	陶文昭	论中国学术话语权提升的基本因素	中共中央党校学报	2016		5	NA	1
1296	滕星	多元文化社会与多元一体化教育	民族教育研究	1997		1	NA	1
1297	田大芳	国内竞争情报领域高被引期刊论文的定量分析	现代情报	2009	29	7	NA	1
1298	田授	哈尔滨医科大学年鉴（2001）	哈尔滨:哈尔滨医科大学，2002	NA	NA	NA	NA	1
1299	田雪原	城镇化还是城市化	人口学刊	2013	35	6	NA	1
1300	田野	中国体育科学学科发展综合报告(2006-2007)	体育科学	2007		4	NA	1
1301	田秭援	哈尔滨医科大学年鉴（2001）	哈尔滨:哈尔滨医科大学，2002	NA	NA	NA	NA	1
1302	托夫勒,阿尔文	第三次浪潮	北京:中信出版社	NA	NA	NA	NA	1
1303	万锦堃	关注科学评价发展前沿，实践文献计量指标创新——《中国学术期刊综合引证报告》采用的三种文献计量新指标	数字图书馆论坛	2007		3	NA	1
1304	万锦堃	中国学术期刊综合引证报告（2006版）	北京:科学出版社，2006	NA	NA	NA	NA	1
1305	万锦堃	中国学术期刊综合引证报告（2007版）	北京:科学出版社，2007	NA	NA	NA	NA	1
1306	万锦堃	中国学术期刊综合引证报告（2008版）	北京:科学出版社，2008	NA	NA	NA	NA	1
1307	汪冰	我国文献计量学十年研究与发展(1979-1989)	情报科学	1992		1	NA	1
1308	汪冰	我国文献计量学十年研究与发展(1979—1989)	情报科学	1992		1	NA	1
1309	汪传雷	信息行为研究进展	图书情报工作	2011		S1	NA	1
1310	汪基德	信息技术与深度学习:信息技术教育研究新进展——中国教育技术协会信息技术教育专业委员会第十三届学术年会综述	电化教育研究	2017		11	NA	1
1311	汪克亮	基于环境压力的长江经济带工业生态效率研究	资源科学	2015	37	7	NA	1
1312	王波	高校特色资源库构建模式研究	图书馆学研究	2009		9	NA	1
1313	王波	阅读疗法	北京:海洋出版社	NA	NA	NA	NA	1
1314	王崇德	文献计基学引论	广西师范大学出版社，1997	NA	NA	NA	NA	1
1315	王崇德	文献计量学教程	天津:南开大学出版社，1990	NA	NA	NA	NA	1
1316	王崇德	文献计量学引论	广西师范大学出版社，1997	NA	NA	NA	NA	1
1317	王崇德	文献计量学引论	桂林:广西师范大学出版社	NA	NA	NA	NA	1
1318	王春秀	学科主题演化定量分析的理论基础探析	现代情报	2008		6	NA	1
1319	王聪	翻转课堂教学法在美国:历史、现状与课题	外国教育研究	2015		9	NA	1
1320	王存文	高等工程教育如何回归工程实践	高等工程教育研究	2012		4	NA	1
1321	王达	美国互联网金融的发展及中美互联网金融的比较——基于网络经济学视角的研究与思考	国际金融研究	2014	332	12	NA	1
1322	王大中	建设世界一流大学的战略思考与实践	清华大学教育研究	2003		3	NA	1
1323	王帆	从教育视角解析媒介素养与信息素养	电化教育研究	2007		3	NA	1
1324	王芳	信息经济学体系探索	情报学报	2004	23	1	NA	1
1325	王飞跃	社会计算与数字网络化社会的动态分析	科技导报	2005	23	9	NA	1
1326	王枫	获取网络学术信息的障碍分析	科技情报开发与经济	2011		29	NA	1
1327	王凤	简明语文知识辞典	武汉:湖北人民出版社，1983:481-483	NA	NA	NA	NA	1
1328	王光荣	我国课程与教学论研究现状解析——基于CSSCI课程与教学论研究论文的计量分析	教育导刊	2011		3	NA	1
1329	王海英	医学期刊学术质量分类评估的实践与分析	中国科技期刊研究	2015	26	12	NA	1
1330	王宏鑫	关于网络信息老化研究的若干问题	情报理论与实践	2004	27	4	NA	1
1331	王惠翔	《情报科学》载文被引分析	情报科学	2002	20	2	148-150	1
1332	王继凯	新世纪以来红军长征研究述评	中共党史研究	2006		5	NA	1
1333	王继民	我国数字图书馆研究论文(2005—2009)的统计分析	数字图书馆论坛	2010		3	NA	1
1334	王佳飞	《经济科学》发文作者及引文定量分析	科技情报开发与经济	2004		11	58-59	1
1335	王佳宁	习近平主持召开中央全面深化改革领导小组第十次会议	2015	NA	NA	NA	NA	1
1336	王建秀	企业转型升级文献主题分析——基于英文文献的探讨	经济问题探索	2013		12	NA	1
1337	王景辉	学术期刊载文的学术性评价	编辑学报（增刊）	2001		S1	NA	1
1338	王景文	由对医学图书馆学论文的计量分析看我国医学图书馆学研究的发展	医学信息学杂志	2010		7	NA	1
1339	王璟	基于知识图谱的《体育科学》研究前沿和热点	体育成人教育学刊	2011		3	NA	1
1340	王璟	基于知识图谱的体育科学研究前沿和热点	体育成人教育学刊	2011	27	3	NA	1
1341	王玖	由期刊论文合著率的变化谈不实合著署名现象	中国科技期刊研究	2003		2	NA	1
1342	王军	中国经济学学术期刊的评价	世界经济	2010		12	NA	1
1343	王来华	舆情研究概论理论、方法与现实热点	天津:天津社会科学出版社	NA	NA	NA	NA	1
1344	王蕾	微课在教育领域的研究:回顾与反思——基于内容分析视角的现状和趋势分析	现代教育技术	2015		6	NA	1
1345	王立名	科学技术期刊编辑教程	北京:人民军医出版社，1999:	NA	NA	NA	NA	1
1346	王珉	学习毛泽东同志彻底的革命精神——读《毛泽东选集》第四卷的体会	政法研究	1960		Z1	NA	1
1347	王琪	国际奥林匹克运动研究前沿的知识图谱分析	西安体育学院学报	2011	28	4	NA	1
1348	王琪	科学知识图谱及其在体育科学研究中的应用	西安体育学院学报	2010	27	5	NA	1
1349	王晴	我国MOOCs研究的网络结构与主题聚类——基于Cite Space Ⅲ的知识图谱分析	中国远程教育	2015		5	NA	1
1350	王善	发展“更多更公平惠及全体人民”的“更好的教育”——学习习近平总书记有关促进教育公平重要讲话	中国校外教育旬刊	2015		9	NA	1
1351	王仕军	低碳经济研究综述	开放导报	2009		5	NA	1
1352	王寿兵	产业生态学	北京:化学工业出版社	NA	NA	NA	NA	1
1353	王素琴	近十年来我国数字图书馆研究综述	现代情报	2005		8	NA	1
1354	王雯	国外信息素养研究最新动态	高校图书馆工作	2009	29	4	NA	1
1355	王晓光	基于文献计量的信息资源共享研究综述	情报理论与实践	2006		3	NA	1
1356	王晓光	信息资源共享效率初探	情报科学	2003		11	NA	1
1357	王晓光	语义出版的概念与形式	出版发行研究	2011		11	NA	1
1358	王孝	《图书馆工作与研究》发展历程与特色研究——为创刊三十周年而作	图书馆工作与研究	2009		10	NA	1
1359	王新才	中国目录学:理论、传统与发展	北京:国家图书馆出版社	NA	NA	NA	NA	1
1360	王旭光	雾霾治理与经济发展探究	经济视角	2013		8	NA	1
1361	王学东	基于专利视角的武汉市信息技术产业创新现状研究	现代情报	2017	37	9	NA	1
1362	王学勤	SCI收录中国期刊的统计与分析	现代情报	2005		10	NA	1
1363	王洵	科技文献的“半衰期”	情报科学	1980		4	NA	1
1364	王雁	两次学术革命与大学的两次转型	浙江大学学报（文科版）	2005	35	3	NA	1
1365	王燕津	“环境教育”概念演进的探寻与透析	比较教育研究	2003		1	NA	1
1366	王业宁	正确评价基础研究成果	光明日报	01	13	NA	NA	1
1367	王一川	语言的胜境——外国文学与语言学	海口:海南出版社	NA	NA	NA	NA	1
1368	王一鸣	加快长江经济带开发开放的构想	中国软科学	1993		6	NA	1
1369	王毅	近年来毛泽东思想研究述评	中共党史研究	2012		3	NA	1
1370	王颖	大规模网络开放课程(MOOC)典型项目特征分析及启示	远程教育杂志	2013		4	NA	1
1371	王颖鑫	ESI指标原理及计算	图书情报工作	2006		9	NA	1
1372	王应宽	世界著名的三大农业数据库:AGRICOLA、AGRIS、CABI简介	2009	NA	NA	NA	NA	1
1373	王瑜	知识工程中知识度量、推理与融合的若干关键技术研究:学位论文	上海:复旦大学,2004	NA	NA	NA	NA	1
1374	王长生	不同逻辑背景对跆拳道运动员直觉思维效果的影响	北京体育大学学报	2009	32	1	NA	1
1375	王知津	基于ACA方法的我国当代情报学研究领域的识别与变迁研究	情报学报	2012		12	NA	1
1376	王知津	论知识组织的十大原则	国家图书馆学刊	2012	21	4	NA	1
1377	王众托	知识管理	北京:科学出版社	NA	NA	NA	NA	1
1378	王子舟	中国图书馆学教育九十年回望与反思	中国图书馆学报	2009		11	NA	1
1379	维基百科	语义	2014	NA	NA	NA	NA	1
1380	卫郭敏	宏观和微观辩证统一的科学整体演化图景——论科学中的稳定性和不确定性	科学学研究	2011		12	NA	1
1381	魏峰	国内外心理契约研究的新进展	管理科学学报	2005	8	5	NA	1
1382	魏海燕	中国专利的现状分析及技术创新思考	科技管理研究	2013		1	NA	1
1383	魏奇锋	国内知识链研究的知识图谱分析	情报科学	2016	34	7	NA	1
1384	魏瑞斌	社会网络分析在关键词网络分析中的实证研究	情报杂志	2009	28	9	NA	1
1385	温有奎	网格技术将带来知识管理革命	情报资料工作	2002		25	NA	1
1386	文庭孝	信息咨询与决策	北京:科学出版社	NA	NA	NA	NA	1
1387	翁福元	教育政策社会学——教育政策与当地社会思潮之对话	台湾:五南图书出版公司	NA	NA	NA	NA	1
1388	乌申斯基	人是教育的对象——教育人类学初探	北京:人民教育出版社	NA	NA	NA	NA	1
1389	邬爱其	国外企业成长理论研究框架探析	外国经济与管理	2002	24	12	NA	1
1390	邬宁芬	信息共享空间:大学图书馆的机遇与挑战	图书馆杂志	2005	24	11	NA	1
1391	吴爱芝	信息技术进步与文献计量学发展	现代情报	2016	36	2	NA	1
1392	吴爱芝	中文核心期刊的地理分布及其变动态势研究	大学图书馆学报	2015	33	3	NA	1
1393	吴传钧	世纪之交的中国地理学	北京:人民教育出版社，1999:	NA	NA	NA	NA	1
1394	吴华香	链接分析法——网络计量学方法初探	情报科学	2002		1	NA	1
1395	吴建中	图书馆VS机构库——图书馆战略发展的再思考	中国图书馆学报	2004		5	NA	1
1396	吴建中	新常态下图书馆联盟发展的新课题	新世纪图书馆	2015		1	NA	1
1397	吴金希	公立产业技术研究院与新兴工业化经济体技术能力跃迁——来自台湾工业技术研究院的经验	清华大学学报(哲学社会科学版)	2014	29	3	NA	1
1398	吴坤艳	1981-2009年比较图书馆学方法论研究综述	图书馆建设	2010		12	NA	1
1399	吴漂生	从关键词词频看我国读者工作的发展	现代情报	2005		10	NA	1
1400	吴彤	基础研究评价与国家目标	科学学研究	2002		4	NA	1
1401	吴慰慈	图书馆学概论	北京:北京图书馆出版社	NA	NA	NA	NA	1
1402	吴文桢	陕西医药卫生科技期刊审读研究	中国科技期刊研究	2009	20	2	NA	1
1403	吴向文	2001-2015境内外教师教育研究文献计量分析及其启示	教师教育研究	2016		6	NA	1
1404	吴炫	什么是真正的理论？	文艺理论研究	2010		4	NA	1
1405	吴正荆	利用《中国科学引文索引》对我校部属重点学科学术带头人的调查分析	情报科学	1998	16	6	536-540	1
1406	伍若梅	共词分析与共引分析方法比较研究	情报资料工作	2010		1	NA	1
1407	伍秀芳	在线优先出版科技文章及其引用分析	中国科技期刊研究	2008	19	3	NA	1
1408	伍旭升	30年中国畅销书史	北京:中国对外翻译出版公司	NA	NA	NA	NA	1
1409	武京闽	学术期刊编辑规范需要完善和修改	清华大学学报（文科版）	2007		6	21	1
1410	西蒙	管理决策新科学	北京:中国社会科学出版社，1982	NA	NA	NA	NA	1
1411	习近平	决胜全面建成小康社会，夺取新时代中国特色社会主义伟大胜利——在中国共产党第十九次全国代表大会上的报告	人民日报	10	28	3	NA	1
1412	习近平	决胜全面建成小康社会夺取新时代中国特色社会主义伟大胜利——在中国共产党第十九次全国代表大会上的报告	人民日报	10	28	NA	NA	1
1413	习近平	决胜全面建成小康社会夺取新时代中国特色社会主义伟大胜利:党的十九大报告辅导读本	北京:人民出版社,2017	NA	NA	NA	NA	1
1414	习近平	要让恐怖分子成为过街老鼠	2017	NA	NA	NA	NA	1
1415	习近平	在全国宣传思想工作会议上的讲话	人民日报	8	20	NA	NA	1
1416	习近平	在中央民族工作会议暨国务院第六次全国民族团结进步表彰大会发表重要讲话	2015	NA	NA	NA	NA	1
1417	袭继红	国际合作对论文影响力提升的作用研究——以外科学为例	情报杂志	2015		1	NA	1
1418	夏清华	商业生态系统“5C模型”与未来研究拓展	经济管理	2015		10	NA	1
1419	夏征农	辞海(缩印版)	上海:上海辞书出版社	NA	NA	NA	NA	1
1420	向坚	技术创新绩效评价研究综述	科技进步与对策	2011	28	6	NA	1
1421	项峰	引领发展的第一动力——如何坚持创新发展	光明日报	1	29	NA	NA	1
1422	肖沪卫	专利地图方法和应用	上海:上海交通大学出版社	NA	NA	NA	NA	1
1423	肖珑	数字信息资源的检索与利用	北京:北京大学出版社	NA	NA	NA	NA	1
1424	肖明	国内信息资源管理研究热点分析	情报科学	2011		4	NA	1
1425	肖明	国外情报学研究前沿可视化分析:基于JASIS&T(2000—2009年)的引文耦合分析	图书情报工作网刊	2011		2	NA	1
1426	肖明	基于词频分析的国内情报学研究热点(1998～2007)	情报杂志	2009		8	NA	1
1427	肖瑞	浅谈社会化媒体的作用	教育理论与实践(学科版)	2011	31	10	NA	1
1428	肖唐镖	主题、类型和规范:国内政治学研究的状况分析——以近十年复印报刊资料《政治学》中的论文为对象	北京行政学院学报	2005		2	NA	1
1429	肖婉	混合学习研究领域的前沿、热点与趋势——基于Citespace知识图谱软件的量化研究	电化教育研究	2016		7	NA	1
1430	谢彩霞	国际科学合作研究状况综述	科研管理	2008	29	3	NA	1
1431	谢彩霞	科研合作及其科研生产力功能	科学技术与辩证法	2006	23	1	NA	1
1432	谢海光	互联网内容及舆情深度分析模式	中国青年政治学院学报	2006	25	3	NA	1
1433	谢康	企业知识分享  学习曲线与国家知识优势	管理科学学报	2002		2	NA	1
1434	谢维和	我国应该建立自己的教育标准	教育研究	2001		11	NA	1
1435	谢新洲	数字出版技术	北京:北京大学出版社	NA	NA	NA	NA	1
1436	熊彼特	经济发展理论	北京:北京出版社	NA	NA	NA	NA	1
1437	徐峰	认知计算及其对情报科学的影响	情报杂志	2009	28	6	NA	1
1438	徐金城	清河流域水污染控制工程中英合作研究:第一阶段工作简介	北京水利科技	1990		2	NA	1
1439	徐敏	新形势下科技情报工作模式的研究	北京理工大学学报(社会科学版)	2005		1	NA	1
1440	徐文娟	关于中文SCI期刊的困惑与思考	中国科技期刊研究	2010	21	6	NA	1
1441	徐晓鸽	国际新闻传播中的国家形象问题	新闻与传播研究	1996		2	NA	1
1442	徐长山	科学研究艺术	北京:解放军出版社，1994	NA	NA	NA	NA	1
1443	许昌淦	改进对我国科技期刊的评估	中国科技期刊研究	2009	20	5	NA	1
1444	许海铃	互联网推荐系统比较研究	软件学报	2009		2	NA	1
1445	许海云	基于专利功效矩阵的技术主题关联分析及核心专利挖掘	情报学报	2014	33	2	NA	1
1446	许强	《沈阳农业大学学报》发文量及作者统计分析	沈阳农业大学学报（文科版）	2000		4	314-316	1
1447	许序雅	民族文化内在特性论纲	社会科学	1988		11	NA	1
1448	薛汉莉	中国跨省经济区科技创新能力评价与政策设计	情报杂志	2013	32	7	NA	1
1449	颜昌学	科技论文评价不宜“以刊论文”	武汉科技大学学报(社会科学版)	2006		5	NA	1
1450	彦军_	扬州大学学报（高校研究版）	2001	（3）	NA	NA	NA	1
1451	杨炳儒	知识发现领域中当今面临的五类重大问题	中国工程科学	2009		4	NA	1
1452	杨彩霞	《中国科技期刊研究》1998—2007年论文被引分析	中国科技期刊研究	2009	20	1	NA	1
1453	杨德广	60年来中国高等教育大众化进程	现代大学教育	2009		6	NA	1
1454	杨海玲	模糊层次分析法在图书馆总体服务质量评价中的应用	现代情报	2010		3	NA	1
1455	杨华	2000年至2004年《中华物理医学与康复杂志》载文被引分析	中华物理医学与康复杂志	2006	28	1	NA	1
1456	杨慧芸	对竞技体操相关文献的计量学研究	肇庆学院学报	2008		5	NA	1
1457	杨建林	利用引文索引数据挖掘学科交叉信息	情报学报	2004	23	6	NA	1
1458	杨颉	国际研究生教育现状与动态分析	学位与研究生教育	2005		8	NA	1
1459	杨良斌	跨学科测度指标体系的构建研究	情报杂志	2009	28	7	NA	1
1460	杨起金	情报学	北京:科学技术文献出版社，1988:	NA	NA	NA	NA	1
1461	杨世明	论引文索引及评估功能	情报科学	2003		4	NA	1
1462	杨思洛	基于引文分析的图书影响力研究——以图书情报领域为例	情报资料工作	2010		1	NA	1
1463	杨思洛	知识图谱研究现状及趋势的可视化分析	情报资料作	2012		4	NA	1
1464	杨文祥	全球化、信息化与构建和谐世界历史进程中的当代公共信息资源管理	情报科学	2008		3	NA	1
1465	杨霞	档案服务社会化的六点展望	档案管理	2005		5	NA	1
1466	杨现民	教育大数据的应用模式与政策建议	电化教育研究	2015		9	NA	1
1467	杨雅芬	电子政务采纳研究述评:基于公民视角	2013	NA	NA	NA	NA	1
1468	杨亚莉	政府绩效管理研究综述	科技情报开发与经济	2011		10	NA	1
1469	杨芷英	思想政治教育心理学研究综述	思想理论教育导刊	2007		11	NA	1
1470	杨祖国	中国专利被《SCI》来源刊论文引用情况的统计与分析	情报科学	1999	17	4	422—428	1
1471	姚伟	国外知识交流研究进展	图书情报工作	2011		2	NA	1
1472	姚远	科技期刊建学的社会基础及学科框架构想	编辑学报	2005	17	5	NA	1
1473	叶芬斌	技术生态位与技术范式变迁	科学学研究	2012		3	NA	1
1474	叶桂仓	文化影响与道路选择:我国高教研究学科化的差序格局解释	江苏高教	2017		3	NA	1
1475	叶继元	学术期刊与学术规范	学术界	2005		4	NA	1
1476	叶嘉安	中国城市化的第四波	城市规划	2006	30	增刊	NA	1
1477	叶平浩	国内高等职业教育研究热点与前沿的可视化分析	中国高教研究	2012		9	NA	1
1478	叶一舵	国内外关于亲子关系及其对儿童心理发展影响的研究	福建师范大学学报(社会科学版)	2002		2	NA	1
1479	佚名	国务院关于基础教育改革与发展的决定(国发[2001]21号)	2017	NA	NA	NA	NA	1
1480	易刚	全面参与国际金融体系改革，提高话语权	2011	NA	NA	NA	NA	1
1481	殷企平	谈“互文性”	外国文学评论	1994		2	NA	1
1482	殷玉新	自我导向本位教师专业发展:为何与何为	教育理论与实践	2016		7	NA	1
1483	尹相旭	基于关键词统计的情报学研究现状分析	情报杂志	2009	28	11	NA	1
1484	应倩	2004—2008年肿瘤学期刊学术影响力变化分析	中国科技期刊研究	2011	22	2	NA	1
1485	游苏宁	“号脉”科技期刊	光明日报	01	16	16	NA	1
1486	于光	1994-2002年《中华医院管理杂志》作者统计分析	中华医院管理杂志	2004	20	2	119-122	1
1487	于光远	谈谈科学学:中国自然辩证法研究会通信,1979	NA	NA	NA	NA	NA	1
1488	于光远	自然辩证法(数学和自然科学中的哲学问题)十二年(1956—1967)研究规划草案	自然辩证法(自然科学中的哲学问题)研究通讯	1956		1	NA	1
1489	余菜花	中国低碳研究的知识图谱分析	资源科学	2012	34	10	NA	1
1490	俞伟超	考古学是什么:俞伟超考古学理论文选	北京:中国社会科学出版社，1996	NA	NA	NA	NA	1
1491	袁宝华	中国改革大辞典	海口:海南出版社	NA	NA	NA	NA	1
1492	袁庚申	10年来体育学术期刊研究特征分析与发展展望	首都体育学院学报	2012	24	4	NA	1
1493	袁军鹏	科学计量学高级教程	北京:科学技术文献出版社	NA	NA	NA	NA	1
1494	袁莉	大规模开放在线课程的国际现状分析	开放教育研究	2013		3	NA	1
1495	袁顺波	新世纪图书情报界图像检索研究总况探析——LISA数据库收录文献计量分析	图书情报工作	2005	49	9	40-43	1
1496	袁振国	反思科学教育	中小学管理	1999		12	NA	1
1497	岳洪江	管理科学知识扩散网络的结构研究	科学学研究	2008		4	NA	1
1498	岳剑波	信息管理基础	北京:清华大学出版社	NA	NA	NA	NA	1
1499	张玢	评价学术影响力的引证分析指标研究综述	医学信息学杂志	2010	31	12	NA	1
1500	张德	组织行为学	北京:高等教育出版社	NA	NA	NA	NA	1
1501	张福绥	近现代中国水产养殖业发展回顾与展望	世界科技研究与发展	2003		3	NA	1
1502	张光宇	技术生态位理论综述	工业工程	2011		4	NA	1
1503	张昊宇	基于“互联网＋”的传统行业与互联网整合研究——以消费者需求重构为视角	电子商务	2015		32	NA	1
1504	张红丽	e-Science环境下面向用户科研过程的知识服务研究	情报资料工作	2009		3	NA	1
1505	张会超	档案学形成时期的外来影响探究	图书情报知识	2010		2	NA	1
1506	张慧敏	引文分析法的内涵及研究实证	编辑学报	2006	18	S1	NA	1
1507	张甲	读者决策的图书馆藏书采购藏书建设2	0	中国图书馆学报	2011	NA	NA	1
1508	张建合	《中国科技期刊研究》高被引论文特征分析	中国科技期刊研究	2011	22	2	NA	1
1509	张建勋	云计算研究进展综述	计算机应用研究	2010		2	NA	1
1510	张界明	利用文献计量指标提高科技期刊质量	科技与出版	2008		6	NA	1
1511	张可云	区域经济政策——理论基础与欧盟国家实践	北京:中国轻工业出版社	NA	NA	NA	NA	1
1512	张来武	论创新驱动发展	中国软科学	2013		1	NA	1
1513	张磊	西方技术创新理论的产生与发展综述	科技与经济	2008	21	1	NA	1
1514	张立厚	剪裁得体，异彩纷呈——评罗式胜教授《文献计量学概论》	图书与情报	1998		4	NA	1
1515	张利华	国内外科研机构、高等院校的评价	科学对社会的影响	1995		1	NA	1
1516	张莉	缩短发表时滞，提高论文的时效性	编辑学报	2003	15	5	NA	1
1517	张明伟	Quick BASIC结构化程序设计	哈尔滨:哈尔滨出版社，1998:	NA	NA	NA	NA	1
1518	张娜	DeSeCo	项目关于核心素养的研究及启示	教育科学研究	2013	NA	NA	1
1519	张勤	词频分析法在学科发展动态研究中的应用综述	图书情报知识	2011		2	NA	1
1520	张勤	国内知识管理结构研究探讨——以共词分析为方法	情报科学	2008		1	NA	1
1521	张勤	国内知识管理研究结构探讨——以共词分析为方法	情报学报	2008	27	1	NA	1
1522	张勤	国外知识管理研究范式——以共词分析为方法	管理科学学报	2007	10	6	NA	1
1523	张琼	《中国临床心理学杂志》1998—2002年论文与作者定量分析	中国临床心理学杂志	2004	12	2	NA	1
1524	张荣	新环境下同行评议的机制研究:硕士学位论文	武汉:武汉大学,2005	NA	NA	NA	NA	1
1525	张士靖	信息素养领域演进路径、研究热点与前沿的可视化分析	大学图书馆学报	2010		5	NA	1
1526	张枢盛	颠覆性创新演进、机理及路径选择研究	商业经济与管理	2013		5	NA	1
1527	张顺堂	管理科学与工程的学科研究热点与选题	山东工商学院学报	2005		10	NA	1
1528	张涛	我国民族教育研究的现状与反思:学位论文	重庆:西南大学,2012	NA	NA	NA	NA	1
1529	张庭伟	1990年代中国城市空间结构的变化及其动力机制	城市规划	2001		7	NA	1
1530	张威	我国翻译研究现状考察——基于国家社科基金项目（2000-2013）的统计与分析	外语教学与研究	2015		1	NA	1
1531	张维迎	博弈与社会	北京:北京大学出版社	NA	NA	NA	NA	1
1532	张维迎	中国电子政务研究报告(2006)	北京:北京大学出版社	NA	NA	NA	NA	1
1533	张晓林	颠覆数字图书馆的大趋势	中国图书馆学报	2011		9	NA	1
1534	张晓林	机构知识库的发展趋势与挑战	现代图书情报技术	2014		2	NA	1
1535	张晓林	走向知识服务:寻找新世纪图书情报工作的生长点	中国图书馆学报	2000		5	NA	1
1536	张新	管理信息系统	北京:机械工业出版社	NA	NA	NA	NA	1
1537	张新明	以人为本的信息生态系统构建研究	情报理论与实践	2007	30	4	NA	1
1538	张秀萍	社会网络在创新领域应用研究的知识图谱——基于CiteSpace的可视化分析	经济管理	2017		10	NA	1
1539	张学军	对我国7672篇体育人文社会学硕士学位论文的调查分析	体育研究与教育	2012		5	NA	1
1540	张燕蕾	智库:图书馆发展的新机遇	图书馆学研究	2009		11	NA	1
1541	张洋	网络信息计量学的兴起及其哲学思考	情报杂志	2005	24	1	NA	1
1542	张一兵	问题式、症候阅读与意识形态	北京:中央编译出版社	NA	NA	NA	NA	1
1543	张志安	中国新闻传播学研究的国际发表现状与格局——基于SSCI数据库的研究	新闻与传播研究	2015	22	5	NA	1
1544	张志强	“出版学”概念的历史考察	编辑学刊	2001		2	NA	1
1545	张仲礼	近代上海城市研究	上海:上海文艺出版社	NA	NA	NA	NA	1
1546	张子石	教育技术研究的生命周期及其实证分析	电化教育研究	2015		2	NA	1
1547	张祖牟	学习障碍研究文献综述	教育科学研究	1997		2	NA	1
1548	长江流域发展研究院课题组	长江经济带发展战略研究	华东师范大学学报:哲学社会科学版	1998		4	NA	1
1549	赵宝煦	中国政治学百年历程	东南学术	2000		2	39-44	1
1550	赵大良	不可思议的现象:网络传播与被引频次的相关性分析	2011	NA	NA	NA	NA	1
1551	赵丹群	学术期刊评价理论的演变分析	情报资料工作	2013		2	NA	1
1552	赵党志	共引分析——研究学科及其文献结构和特点的一种有效方法	情报杂志	1993		5	NA	1
1553	赵刚　	关于中日韩科技合作的战略思考　　　　	中国科技论坛	2006		2	29-31	1
1554	赵华	UG在我国的研究、应用现状及进展	现代情报	2008		10	NA	1
1555	赵捷	《编辑学报》创刊20年论文引文分	编辑学报	2009	21	6	NA	1
1556	赵俊芳	我国大学制度研究热点、趋势及理论基础的知识图谱分析	高等教育研究	2014		9	NA	1
1557	赵美娣	高校图书馆科研产出及科研能力分析	大学图书馆学报	2007		2	NA	1
1558	赵美娣	高校图书馆科研产出及科研能力分析	大学图书馆学报	2007	25	2	NA	1
1559	赵鹏	高校数字图书馆网站建设的研究:学位论文	太原:山西大学,2007	NA	NA	NA	NA	1
1560	赵蓉英	基于CiteSpace的智库建设研究可视化分析	重庆大学学报(社会科学版)	2016	22	3	NA	1
1561	赵蓉英	图书馆学知识图谱分析	中国图书馆学报	2011		2	NA	1
1562	赵微	学习困难儿童的发展与教育	北京:北京大学出版社	NA	NA	NA	NA	1
1563	赵晓声	创客教育:信息时代催生创新的教育新形态	电化教育研究	2016		4	NA	1
1564	赵筱媛	世界一流研究型大学中人文社会科学的作用及发展趋势	高等教育研究	2005		10	NA	1
1565	赵秀君	十年来我国数字图书馆研究统计分析	图书情报工作	2005	49	8	NA	1
1566	赵永红	高职院校微课教学策略探究	中小企业管理与科技(中旬刊)	2014		2	NA	1
1567	赵玉鹏	基于知识图谱的美国《科学哲学》研究前沿和热点探讨	科学学研究	2008	26	6	NA	1
1568	郑刚	中国创新地图——基于文献计量学的我国创新管理研究力量分布研究	科学学研究	2008		2	NA	1
1569	郑杭生	中国人民大学中国社会发展研究报告	北京:中国人民大学出版社，2002	NA	NA	NA	NA	1
1570	郑佳之	SCI收录对中国科技期刊国际化实质性影响初探	中国科技期刊研究	2010	20	4	NA	1
